"Identified.Proteins","Accession.Number","Alternate.ID","Molecular.Weight","sample","value","group"
"desmin  ","XP_048724695.1","DES",52,"X107A",0,"OC4_0"
"desmin  ","XP_048724695.1","DES",52,"X108A",0,"OC4_0"
"desmin  ","XP_048724695.1","DES",52,"X110A",0,"OC4_0"
"desmin  ","XP_048724695.1","DES",52,"X125A",0.26579,"OC4_0"
"desmin  ","XP_048724695.1","DES",52,"X193A",0,"OC4_0"
"desmin  ","XP_048724695.1","DES",52,"X203A",0.26037,"OC4_0"
"desmin  ","XP_048724695.1","DES",52,"X204A",0.2521,"OC4_0"
"desmin  ","XP_048724695.1","DES",52,"X254A",0.28661,"OC4_0"
"desmin  ","XP_048724695.1","DES",52,"X265A",1.2254,"OC4_0"
"desmin  ","XP_048724695.1","DES",52,"X269A",0,"OC4_0"
"desmin  ","XP_048724695.1","DES",52,"X081B",0.26812,"OC4_1"
"desmin  ","XP_048724695.1","DES",52,"X087B",0.255,"OC4_1"
"desmin  ","XP_048724695.1","DES",52,"X088B",0.25991,"OC4_1"
"desmin  ","XP_048724695.1","DES",52,"X098B",0.27312,"OC4_1"
"desmin  ","XP_048724695.1","DES",52,"X100B",0.25243,"OC4_1"
"desmin  ","XP_048724695.1","DES",52,"X107B",0.26163,"OC4_1"
"desmin  ","XP_048724695.1","DES",52,"X108B",0,"OC4_1"
"desmin  ","XP_048724695.1","DES",52,"X110B",0.27607,"OC4_1"
"desmin  ","XP_048724695.1","DES",52,"X125B",0.263,"OC4_1"
"desmin  ","XP_048724695.1","DES",52,"X193B",0.26584,"OC4_1"
"desmin  ","XP_048724695.1","DES",52,"X203B",0.26321,"OC4_1"
"desmin  ","XP_048724695.1","DES",52,"X204B",0.26159,"OC4_1"
"desmin  ","XP_048724695.1","DES",52,"X254B",0.28734,"OC4_1"
"desmin  ","XP_048724695.1","DES",52,"X265B",0.2715,"OC4_1"
"desmin  ","XP_048724695.1","DES",52,"X269B",0,"OC4_1"
"coagulation factor VII-like  ","XP_048689952.1","F7",49,"X114A",1.779,"OC2_0"
"coagulation factor VII-like  ","XP_048689952.1","F7",49,"X115A",2.0341,"OC2_0"
"coagulation factor VII-like  ","XP_048689952.1","F7",49,"X116A",0.86394,"OC2_0"
"coagulation factor VII-like  ","XP_048689952.1","F7",49,"X133A",0,"OC2_0"
"coagulation factor VII-like  ","XP_048689952.1","F7",49,"X137A",0,"OC2_0"
"coagulation factor VII-like  ","XP_048689952.1","F7",49,"X162A",2.0235,"OC2_0"
"coagulation factor VII-like  ","XP_048689952.1","F7",49,"X192A",2.0075,"OC2_0"
"coagulation factor VII-like  ","XP_048689952.1","F7",49,"X249A",0,"OC2_0"
"coagulation factor VII-like  ","XP_048689952.1","F7",49,"X278A",0.952,"OC2_0"
"coagulation factor VII-like  ","XP_048689952.1","F7",49,"X114B",2.9094,"OC2_1"
"coagulation factor VII-like  ","XP_048689952.1","F7",49,"X115B",1.0332,"OC2_1"
"coagulation factor VII-like  ","XP_048689952.1","F7",49,"X116B",1.9327,"OC2_1"
"coagulation factor VII-like  ","XP_048689952.1","F7",49,"X133B",1.0178,"OC2_1"
"coagulation factor VII-like  ","XP_048689952.1","F7",49,"X137B",1.0729,"OC2_1"
"coagulation factor VII-like  ","XP_048689952.1","F7",49,"X162B",1.972,"OC2_1"
"coagulation factor VII-like  ","XP_048689952.1","F7",49,"X192B",2.7964,"OC2_1"
"coagulation factor VII-like  ","XP_048689952.1","F7",49,"X249B",2.1622,"OC2_1"
"coagulation factor VII-like  ","XP_048689952.1","F7",49,"X278B",1.0389,"OC2_1"
"coagulation factor VII-like  ","XP_048689952.1","F7",49,"X081A",3.2463,"OC4_0"
"coagulation factor VII-like  ","XP_048689952.1","F7",49,"X087A",1.0703,"OC4_0"
"coagulation factor VII-like  ","XP_048689952.1","F7",49,"X088A",0.96441,"OC4_0"
"coagulation factor VII-like  ","XP_048689952.1","F7",49,"X098A",1.0331,"OC4_0"
"coagulation factor VII-like  ","XP_048689952.1","F7",49,"X100A",0.97824,"OC4_0"
"coagulation factor VII-like  ","XP_048689952.1","F7",49,"X107A",1.0611,"OC4_0"
"coagulation factor VII-like  ","XP_048689952.1","F7",49,"X108A",2.6775,"OC4_0"
"coagulation factor VII-like  ","XP_048689952.1","F7",49,"X110A",0,"OC4_0"
"coagulation factor VII-like  ","XP_048689952.1","F7",49,"X125A",1.0062,"OC4_0"
"coagulation factor VII-like  ","XP_048689952.1","F7",49,"X193A",0,"OC4_0"
"coagulation factor VII-like  ","XP_048689952.1","F7",49,"X203A",0.9857,"OC4_0"
"coagulation factor VII-like  ","XP_048689952.1","F7",49,"X204A",0,"OC4_0"
"coagulation factor VII-like  ","XP_048689952.1","F7",49,"X254A",1.0851,"OC4_0"
"coagulation factor VII-like  ","XP_048689952.1","F7",49,"X265A",0,"OC4_0"
"coagulation factor VII-like  ","XP_048689952.1","F7",49,"X269A",0,"OC4_0"
"coagulation factor VII-like  ","XP_048689952.1","F7",49,"X081B",2.0301,"OC4_1"
"coagulation factor VII-like  ","XP_048689952.1","F7",49,"X087B",1.9308,"OC4_1"
"coagulation factor VII-like  ","XP_048689952.1","F7",49,"X088B",1.9679,"OC4_1"
"coagulation factor VII-like  ","XP_048689952.1","F7",49,"X098B",1.034,"OC4_1"
"coagulation factor VII-like  ","XP_048689952.1","F7",49,"X100B",0.95565,"OC4_1"
"coagulation factor VII-like  ","XP_048689952.1","F7",49,"X107B",0,"OC4_1"
"coagulation factor VII-like  ","XP_048689952.1","F7",49,"X108B",0.95059,"OC4_1"
"coagulation factor VII-like  ","XP_048689952.1","F7",49,"X110B",1.0451,"OC4_1"
"coagulation factor VII-like  ","XP_048689952.1","F7",49,"X125B",1.9914,"OC4_1"
"coagulation factor VII-like  ","XP_048689952.1","F7",49,"X193B",1.0064,"OC4_1"
"coagulation factor VII-like  ","XP_048689952.1","F7",49,"X203B",0.99645,"OC4_1"
"coagulation factor VII-like  ","XP_048689952.1","F7",49,"X204B",0.99034,"OC4_1"
"coagulation factor VII-like  ","XP_048689952.1","F7",49,"X254B",3.2635,"OC4_1"
"coagulation factor VII-like  ","XP_048689952.1","F7",49,"X265B",0,"OC4_1"
"coagulation factor VII-like  ","XP_048689952.1","F7",49,"X269B",1.0365,"OC4_1"
"vitelline membrane outer layer protein 1 homolog  ","XP_048694487.1","VMO1",25,"X114A",0,"OC2_0"
"vitelline membrane outer layer protein 1 homolog  ","XP_048694487.1","VMO1",25,"X115A",0,"OC2_0"
"vitelline membrane outer layer protein 1 homolog  ","XP_048694487.1","VMO1",25,"X116A",0,"OC2_0"
"vitelline membrane outer layer protein 1 homolog  ","XP_048694487.1","VMO1",25,"X133A",0,"OC2_0"
"vitelline membrane outer layer protein 1 homolog  ","XP_048694487.1","VMO1",25,"X137A",0,"OC2_0"
"vitelline membrane outer layer protein 1 homolog  ","XP_048694487.1","VMO1",25,"X162A",0,"OC2_0"
"vitelline membrane outer layer protein 1 homolog  ","XP_048694487.1","VMO1",25,"X192A",0,"OC2_0"
"vitelline membrane outer layer protein 1 homolog  ","XP_048694487.1","VMO1",25,"X249A",1.0098,"OC2_0"
"vitelline membrane outer layer protein 1 homolog  ","XP_048694487.1","VMO1",25,"X278A",0,"OC2_0"
"vitelline membrane outer layer protein 1 homolog  ","XP_048694487.1","VMO1",25,"X114B",0.96978,"OC2_1"
"vitelline membrane outer layer protein 1 homolog  ","XP_048694487.1","VMO1",25,"X115B",0,"OC2_1"
"vitelline membrane outer layer protein 1 homolog  ","XP_048694487.1","VMO1",25,"X116B",2.8991,"OC2_1"
"vitelline membrane outer layer protein 1 homolog  ","XP_048694487.1","VMO1",25,"X133B",1.0178,"OC2_1"
"vitelline membrane outer layer protein 1 homolog  ","XP_048694487.1","VMO1",25,"X137B",1.0729,"OC2_1"
"vitelline membrane outer layer protein 1 homolog  ","XP_048694487.1","VMO1",25,"X162B",2.958,"OC2_1"
"vitelline membrane outer layer protein 1 homolog  ","XP_048694487.1","VMO1",25,"X192B",0.93212,"OC2_1"
"vitelline membrane outer layer protein 1 homolog  ","XP_048694487.1","VMO1",25,"X249B",3.2432,"OC2_1"
"vitelline membrane outer layer protein 1 homolog  ","XP_048694487.1","VMO1",25,"X278B",2.0779,"OC2_1"
"vitelline membrane outer layer protein 1 homolog  ","XP_048694487.1","VMO1",25,"X081A",0,"OC4_0"
"vitelline membrane outer layer protein 1 homolog  ","XP_048694487.1","VMO1",25,"X087A",1.0703,"OC4_0"
"vitelline membrane outer layer protein 1 homolog  ","XP_048694487.1","VMO1",25,"X088A",0,"OC4_0"
"vitelline membrane outer layer protein 1 homolog  ","XP_048694487.1","VMO1",25,"X098A",1.0331,"OC4_0"
"vitelline membrane outer layer protein 1 homolog  ","XP_048694487.1","VMO1",25,"X100A",0,"OC4_0"
"vitelline membrane outer layer protein 1 homolog  ","XP_048694487.1","VMO1",25,"X107A",0,"OC4_0"
"vitelline membrane outer layer protein 1 homolog  ","XP_048694487.1","VMO1",25,"X108A",0,"OC4_0"
"vitelline membrane outer layer protein 1 homolog  ","XP_048694487.1","VMO1",25,"X110A",0,"OC4_0"
"vitelline membrane outer layer protein 1 homolog  ","XP_048694487.1","VMO1",25,"X125A",0,"OC4_0"
"vitelline membrane outer layer protein 1 homolog  ","XP_048694487.1","VMO1",25,"X193A",0,"OC4_0"
"vitelline membrane outer layer protein 1 homolog  ","XP_048694487.1","VMO1",25,"X203A",0,"OC4_0"
"vitelline membrane outer layer protein 1 homolog  ","XP_048694487.1","VMO1",25,"X204A",0,"OC4_0"
"vitelline membrane outer layer protein 1 homolog  ","XP_048694487.1","VMO1",25,"X254A",1.0851,"OC4_0"
"vitelline membrane outer layer protein 1 homolog  ","XP_048694487.1","VMO1",25,"X265A",0,"OC4_0"
"vitelline membrane outer layer protein 1 homolog  ","XP_048694487.1","VMO1",25,"X269A",2.9531,"OC4_0"
"vitelline membrane outer layer protein 1 homolog  ","XP_048694487.1","VMO1",25,"X081B",3.0452,"OC4_1"
"vitelline membrane outer layer protein 1 homolog  ","XP_048694487.1","VMO1",25,"X087B",0,"OC4_1"
"vitelline membrane outer layer protein 1 homolog  ","XP_048694487.1","VMO1",25,"X088B",0,"OC4_1"
"vitelline membrane outer layer protein 1 homolog  ","XP_048694487.1","VMO1",25,"X098B",2.068,"OC4_1"
"vitelline membrane outer layer protein 1 homolog  ","XP_048694487.1","VMO1",25,"X100B",0,"OC4_1"
"vitelline membrane outer layer protein 1 homolog  ","XP_048694487.1","VMO1",25,"X107B",1.981,"OC4_1"
"vitelline membrane outer layer protein 1 homolog  ","XP_048694487.1","VMO1",25,"X108B",0.95059,"OC4_1"
"vitelline membrane outer layer protein 1 homolog  ","XP_048694487.1","VMO1",25,"X110B",4.1806,"OC4_1"
"vitelline membrane outer layer protein 1 homolog  ","XP_048694487.1","VMO1",25,"X125B",2.987,"OC4_1"
"vitelline membrane outer layer protein 1 homolog  ","XP_048694487.1","VMO1",25,"X193B",2.0129,"OC4_1"
"vitelline membrane outer layer protein 1 homolog  ","XP_048694487.1","VMO1",25,"X203B",0.99645,"OC4_1"
"vitelline membrane outer layer protein 1 homolog  ","XP_048694487.1","VMO1",25,"X204B",3.9614,"OC4_1"
"vitelline membrane outer layer protein 1 homolog  ","XP_048694487.1","VMO1",25,"X254B",5.4391,"OC4_1"
"vitelline membrane outer layer protein 1 homolog  ","XP_048694487.1","VMO1",25,"X265B",4.1114,"OC4_1"
"vitelline membrane outer layer protein 1 homolog  ","XP_048694487.1","VMO1",25,"X269B",4.1459,"OC4_1"
"LOW QUALITY PROTEIN: filamin-C  ","XP_048692748.1","FLNC",291,"X114A",4.2245,"OC2_0"
"LOW QUALITY PROTEIN: filamin-C  ","XP_048692748.1","FLNC",291,"X115A",0.38102,"OC2_0"
"LOW QUALITY PROTEIN: filamin-C  ","XP_048692748.1","FLNC",291,"X116A",12.202,"OC2_0"
"LOW QUALITY PROTEIN: filamin-C  ","XP_048692748.1","FLNC",291,"X133A",0.37727,"OC2_0"
"LOW QUALITY PROTEIN: filamin-C  ","XP_048692748.1","FLNC",291,"X137A",0.40873,"OC2_0"
"LOW QUALITY PROTEIN: filamin-C  ","XP_048692748.1","FLNC",291,"X162A",0.37905,"OC2_0"
"LOW QUALITY PROTEIN: filamin-C  ","XP_048692748.1","FLNC",291,"X192A",5.1431,"OC2_0"
"LOW QUALITY PROTEIN: filamin-C  ","XP_048692748.1","FLNC",291,"X249A",0.37831,"OC2_0"
"LOW QUALITY PROTEIN: filamin-C  ","XP_048692748.1","FLNC",291,"X278A",0,"OC2_0"
"LOW QUALITY PROTEIN: filamin-C  ","XP_048692748.1","FLNC",291,"X114B",0,"OC2_1"
"LOW QUALITY PROTEIN: filamin-C  ","XP_048692748.1","FLNC",291,"X115B",0,"OC2_1"
"LOW QUALITY PROTEIN: filamin-C  ","XP_048692748.1","FLNC",291,"X116B",0.36204,"OC2_1"
"LOW QUALITY PROTEIN: filamin-C  ","XP_048692748.1","FLNC",291,"X133B",0.38131,"OC2_1"
"LOW QUALITY PROTEIN: filamin-C  ","XP_048692748.1","FLNC",291,"X137B",0.40196,"OC2_1"
"LOW QUALITY PROTEIN: filamin-C  ","XP_048692748.1","FLNC",291,"X162B",0,"OC2_1"
"LOW QUALITY PROTEIN: filamin-C  ","XP_048692748.1","FLNC",291,"X192B",0,"OC2_1"
"LOW QUALITY PROTEIN: filamin-C  ","XP_048692748.1","FLNC",291,"X249B",0,"OC2_1"
"LOW QUALITY PROTEIN: filamin-C  ","XP_048692748.1","FLNC",291,"X278B",0,"OC2_1"
"LOW QUALITY PROTEIN: filamin-C  ","XP_048692748.1","FLNC",291,"X081A",0.40541,"OC4_0"
"LOW QUALITY PROTEIN: filamin-C  ","XP_048692748.1","FLNC",291,"X087A",1.4713,"OC4_0"
"LOW QUALITY PROTEIN: filamin-C  ","XP_048692748.1","FLNC",291,"X088A",0,"OC4_0"
"LOW QUALITY PROTEIN: filamin-C  ","XP_048692748.1","FLNC",291,"X098A",0,"OC4_0"
"LOW QUALITY PROTEIN: filamin-C  ","XP_048692748.1","FLNC",291,"X100A",0.36649,"OC4_0"
"LOW QUALITY PROTEIN: filamin-C  ","XP_048692748.1","FLNC",291,"X107A",0,"OC4_0"
"LOW QUALITY PROTEIN: filamin-C  ","XP_048692748.1","FLNC",291,"X108A",1.2269,"OC4_0"
"LOW QUALITY PROTEIN: filamin-C  ","XP_048692748.1","FLNC",291,"X110A",0.75846,"OC4_0"
"LOW QUALITY PROTEIN: filamin-C  ","XP_048692748.1","FLNC",291,"X125A",0.37698,"OC4_0"
"LOW QUALITY PROTEIN: filamin-C  ","XP_048692748.1","FLNC",291,"X193A",0.38304,"OC4_0"
"LOW QUALITY PROTEIN: filamin-C  ","XP_048692748.1","FLNC",291,"X203A",0.36929,"OC4_0"
"LOW QUALITY PROTEIN: filamin-C  ","XP_048692748.1","FLNC",291,"X204A",0.71514,"OC4_0"
"LOW QUALITY PROTEIN: filamin-C  ","XP_048692748.1","FLNC",291,"X254A",0,"OC4_0"
"LOW QUALITY PROTEIN: filamin-C  ","XP_048692748.1","FLNC",291,"X265A",1.3325,"OC4_0"
"LOW QUALITY PROTEIN: filamin-C  ","XP_048692748.1","FLNC",291,"X269A",0,"OC4_0"
"LOW QUALITY PROTEIN: filamin-C  ","XP_048692748.1","FLNC",291,"X081B",0,"OC4_1"
"LOW QUALITY PROTEIN: filamin-C  ","XP_048692748.1","FLNC",291,"X087B",0.36167,"OC4_1"
"LOW QUALITY PROTEIN: filamin-C  ","XP_048692748.1","FLNC",291,"X088B",0.36864,"OC4_1"
"LOW QUALITY PROTEIN: filamin-C  ","XP_048692748.1","FLNC",291,"X098B",0.38738,"OC4_1"
"LOW QUALITY PROTEIN: filamin-C  ","XP_048692748.1","FLNC",291,"X100B",0,"OC4_1"
"LOW QUALITY PROTEIN: filamin-C  ","XP_048692748.1","FLNC",291,"X107B",0,"OC4_1"
"LOW QUALITY PROTEIN: filamin-C  ","XP_048692748.1","FLNC",291,"X108B",0.35613,"OC4_1"
"LOW QUALITY PROTEIN: filamin-C  ","XP_048692748.1","FLNC",291,"X110B",0,"OC4_1"
"LOW QUALITY PROTEIN: filamin-C  ","XP_048692748.1","FLNC",291,"X125B",0,"OC4_1"
"LOW QUALITY PROTEIN: filamin-C  ","XP_048692748.1","FLNC",291,"X193B",0.37705,"OC4_1"
"LOW QUALITY PROTEIN: filamin-C  ","XP_048692748.1","FLNC",291,"X203B",0,"OC4_1"
"LOW QUALITY PROTEIN: filamin-C  ","XP_048692748.1","FLNC",291,"X204B",0,"OC4_1"
"LOW QUALITY PROTEIN: filamin-C  ","XP_048692748.1","FLNC",291,"X254B",0,"OC4_1"
"LOW QUALITY PROTEIN: filamin-C  ","XP_048692748.1","FLNC",291,"X265B",0.38508,"OC4_1"
"LOW QUALITY PROTEIN: filamin-C  ","XP_048692748.1","FLNC",291,"X269B",0,"OC4_1"
"cytochrome c  ","XP_048694380.1","CYCS",12,"X114A",0.8895,"OC2_0"
"cytochrome c  ","XP_048694380.1","CYCS",12,"X115A",0,"OC2_0"
"cytochrome c  ","XP_048694380.1","CYCS",12,"X116A",0,"OC2_0"
"cytochrome c  ","XP_048694380.1","CYCS",12,"X133A",0,"OC2_0"
"cytochrome c  ","XP_048694380.1","CYCS",12,"X137A",2.182,"OC2_0"
"cytochrome c  ","XP_048694380.1","CYCS",12,"X162A",0,"OC2_0"
"cytochrome c  ","XP_048694380.1","CYCS",12,"X192A",0,"OC2_0"
"cytochrome c  ","XP_048694380.1","CYCS",12,"X249A",0,"OC2_0"
"cytochrome c  ","XP_048694380.1","CYCS",12,"X278A",0,"OC2_0"
"cytochrome c  ","XP_048694380.1","CYCS",12,"X114B",1.9396,"OC2_1"
"cytochrome c  ","XP_048694380.1","CYCS",12,"X115B",2.0664,"OC2_1"
"cytochrome c  ","XP_048694380.1","CYCS",12,"X116B",2.8991,"OC2_1"
"cytochrome c  ","XP_048694380.1","CYCS",12,"X133B",0,"OC2_1"
"cytochrome c  ","XP_048694380.1","CYCS",12,"X137B",1.0729,"OC2_1"
"cytochrome c  ","XP_048694380.1","CYCS",12,"X162B",0,"OC2_1"
"cytochrome c  ","XP_048694380.1","CYCS",12,"X192B",0,"OC2_1"
"cytochrome c  ","XP_048694380.1","CYCS",12,"X249B",0,"OC2_1"
"cytochrome c  ","XP_048694380.1","CYCS",12,"X278B",1.0389,"OC2_1"
"cytochrome c  ","XP_048694380.1","CYCS",12,"X081A",1.0821,"OC4_0"
"cytochrome c  ","XP_048694380.1","CYCS",12,"X087A",0,"OC4_0"
"cytochrome c  ","XP_048694380.1","CYCS",12,"X088A",0,"OC4_0"
"cytochrome c  ","XP_048694380.1","CYCS",12,"X098A",1.0331,"OC4_0"
"cytochrome c  ","XP_048694380.1","CYCS",12,"X100A",0.97824,"OC4_0"
"cytochrome c  ","XP_048694380.1","CYCS",12,"X107A",0,"OC4_0"
"cytochrome c  ","XP_048694380.1","CYCS",12,"X108A",1.785,"OC4_0"
"cytochrome c  ","XP_048694380.1","CYCS",12,"X110A",0,"OC4_0"
"cytochrome c  ","XP_048694380.1","CYCS",12,"X125A",0,"OC4_0"
"cytochrome c  ","XP_048694380.1","CYCS",12,"X193A",0,"OC4_0"
"cytochrome c  ","XP_048694380.1","CYCS",12,"X203A",0.9857,"OC4_0"
"cytochrome c  ","XP_048694380.1","CYCS",12,"X204A",0,"OC4_0"
"cytochrome c  ","XP_048694380.1","CYCS",12,"X254A",0,"OC4_0"
"cytochrome c  ","XP_048694380.1","CYCS",12,"X265A",0,"OC4_0"
"cytochrome c  ","XP_048694380.1","CYCS",12,"X269A",0,"OC4_0"
"cytochrome c  ","XP_048694380.1","CYCS",12,"X081B",0,"OC4_1"
"cytochrome c  ","XP_048694380.1","CYCS",12,"X087B",0,"OC4_1"
"cytochrome c  ","XP_048694380.1","CYCS",12,"X088B",0,"OC4_1"
"cytochrome c  ","XP_048694380.1","CYCS",12,"X098B",1.034,"OC4_1"
"cytochrome c  ","XP_048694380.1","CYCS",12,"X100B",0,"OC4_1"
"cytochrome c  ","XP_048694380.1","CYCS",12,"X107B",0,"OC4_1"
"cytochrome c  ","XP_048694380.1","CYCS",12,"X108B",0.95059,"OC4_1"
"cytochrome c  ","XP_048694380.1","CYCS",12,"X110B",0,"OC4_1"
"cytochrome c  ","XP_048694380.1","CYCS",12,"X125B",0,"OC4_1"
"cytochrome c  ","XP_048694380.1","CYCS",12,"X193B",1.0064,"OC4_1"
"cytochrome c  ","XP_048694380.1","CYCS",12,"X203B",0,"OC4_1"
"cytochrome c  ","XP_048694380.1","CYCS",12,"X204B",1.9807,"OC4_1"
"cytochrome c  ","XP_048694380.1","CYCS",12,"X254B",0,"OC4_1"
"cytochrome c  ","XP_048694380.1","CYCS",12,"X265B",0,"OC4_1"
"cytochrome c  ","XP_048694380.1","CYCS",12,"X269B",0,"OC4_1"
"chymotrypsinogen 2-like  ","XP_048673062.1","CTRB1",28,"X114A",0,"OC2_0"
"chymotrypsinogen 2-like  ","XP_048673062.1","CTRB1",28,"X115A",0,"OC2_0"
"chymotrypsinogen 2-like  ","XP_048673062.1","CTRB1",28,"X116A",0,"OC2_0"
"chymotrypsinogen 2-like  ","XP_048673062.1","CTRB1",28,"X133A",2.014,"OC2_0"
"chymotrypsinogen 2-like  ","XP_048673062.1","CTRB1",28,"X137A",0,"OC2_0"
"chymotrypsinogen 2-like  ","XP_048673062.1","CTRB1",28,"X162A",2.0235,"OC2_0"
"chymotrypsinogen 2-like  ","XP_048673062.1","CTRB1",28,"X192A",3.0112,"OC2_0"
"chymotrypsinogen 2-like  ","XP_048673062.1","CTRB1",28,"X249A",0,"OC2_0"
"chymotrypsinogen 2-like  ","XP_048673062.1","CTRB1",28,"X278A",0.952,"OC2_0"
"chymotrypsinogen 2-like  ","XP_048673062.1","CTRB1",28,"X114B",0,"OC2_1"
"chymotrypsinogen 2-like  ","XP_048673062.1","CTRB1",28,"X115B",0,"OC2_1"
"chymotrypsinogen 2-like  ","XP_048673062.1","CTRB1",28,"X116B",0,"OC2_1"
"chymotrypsinogen 2-like  ","XP_048673062.1","CTRB1",28,"X133B",0,"OC2_1"
"chymotrypsinogen 2-like  ","XP_048673062.1","CTRB1",28,"X137B",0,"OC2_1"
"chymotrypsinogen 2-like  ","XP_048673062.1","CTRB1",28,"X162B",1.972,"OC2_1"
"chymotrypsinogen 2-like  ","XP_048673062.1","CTRB1",28,"X192B",0,"OC2_1"
"chymotrypsinogen 2-like  ","XP_048673062.1","CTRB1",28,"X249B",0,"OC2_1"
"chymotrypsinogen 2-like  ","XP_048673062.1","CTRB1",28,"X278B",0,"OC2_1"
"chymotrypsinogen 2-like  ","XP_048673062.1","CTRB1",28,"X081A",3.2463,"OC4_0"
"chymotrypsinogen 2-like  ","XP_048673062.1","CTRB1",28,"X087A",2.1406,"OC4_0"
"chymotrypsinogen 2-like  ","XP_048673062.1","CTRB1",28,"X088A",0.96441,"OC4_0"
"chymotrypsinogen 2-like  ","XP_048673062.1","CTRB1",28,"X098A",0,"OC4_0"
"chymotrypsinogen 2-like  ","XP_048673062.1","CTRB1",28,"X100A",0.97824,"OC4_0"
"chymotrypsinogen 2-like  ","XP_048673062.1","CTRB1",28,"X107A",2.1223,"OC4_0"
"chymotrypsinogen 2-like  ","XP_048673062.1","CTRB1",28,"X108A",9.8176,"OC4_0"
"chymotrypsinogen 2-like  ","XP_048673062.1","CTRB1",28,"X110A",1.0122,"OC4_0"
"chymotrypsinogen 2-like  ","XP_048673062.1","CTRB1",28,"X125A",5.0312,"OC4_0"
"chymotrypsinogen 2-like  ","XP_048673062.1","CTRB1",28,"X193A",3.0672,"OC4_0"
"chymotrypsinogen 2-like  ","XP_048673062.1","CTRB1",28,"X203A",1.9714,"OC4_0"
"chymotrypsinogen 2-like  ","XP_048673062.1","CTRB1",28,"X204A",0,"OC4_0"
"chymotrypsinogen 2-like  ","XP_048673062.1","CTRB1",28,"X254A",2.1701,"OC4_0"
"chymotrypsinogen 2-like  ","XP_048673062.1","CTRB1",28,"X265A",1.9387,"OC4_0"
"chymotrypsinogen 2-like  ","XP_048673062.1","CTRB1",28,"X269A",1.9687,"OC4_0"
"chymotrypsinogen 2-like  ","XP_048673062.1","CTRB1",28,"X081B",0,"OC4_1"
"chymotrypsinogen 2-like  ","XP_048673062.1","CTRB1",28,"X087B",0,"OC4_1"
"chymotrypsinogen 2-like  ","XP_048673062.1","CTRB1",28,"X088B",0,"OC4_1"
"chymotrypsinogen 2-like  ","XP_048673062.1","CTRB1",28,"X098B",0,"OC4_1"
"chymotrypsinogen 2-like  ","XP_048673062.1","CTRB1",28,"X100B",0,"OC4_1"
"chymotrypsinogen 2-like  ","XP_048673062.1","CTRB1",28,"X107B",0,"OC4_1"
"chymotrypsinogen 2-like  ","XP_048673062.1","CTRB1",28,"X108B",3.8024,"OC4_1"
"chymotrypsinogen 2-like  ","XP_048673062.1","CTRB1",28,"X110B",0,"OC4_1"
"chymotrypsinogen 2-like  ","XP_048673062.1","CTRB1",28,"X125B",0,"OC4_1"
"chymotrypsinogen 2-like  ","XP_048673062.1","CTRB1",28,"X193B",0,"OC4_1"
"chymotrypsinogen 2-like  ","XP_048673062.1","CTRB1",28,"X203B",0,"OC4_1"
"chymotrypsinogen 2-like  ","XP_048673062.1","CTRB1",28,"X204B",0,"OC4_1"
"chymotrypsinogen 2-like  ","XP_048673062.1","CTRB1",28,"X254B",0,"OC4_1"
"chymotrypsinogen 2-like  ","XP_048673062.1","CTRB1",28,"X265B",1.0278,"OC4_1"
"chymotrypsinogen 2-like  ","XP_048673062.1","CTRB1",28,"X269B",0,"OC4_1"
